district,year,week,cases
"Matale 59 None None None None Name: 13, dtype: object",2023,25,84
"Nuwara Eliya 6 15 7 83 110 Name: 15, dtype: object",2023,25,4
"Galle 134 81 101 2081 1490 Name: 16, dtype: object",2023,25,153
"Hambantota 72 None 54 None None Name: 18, dtype: object",2023,25,44
"Matara 65 63 50 750 840 Name: 20, dtype: object",2023,25,55
"Jaffna 58 None None None None Name: 22, dtype: object",2023,25,85
"Kilinochchi 5 5 3 80 65 Name: 24, dtype: object",2023,25,3
"Mannar 5 1 1 156 77 Name: 25, dtype: object",2023,25,1
"Vavuniya 1 None None None None Name: 28, dtype: object",2023,25,1
"Batticaloa 27 None 67 None None Name: 32, dtype: object",2023,25,28
"Ampara 7 5 6 92 124 Name: 34, dtype: object",2023,25,5
"Trincomalee 37 59 58 941 1793 Name: 35, dtype: object",2023,25,9
"Kalmunai* 37 None None None None Name: 37, dtype: object",2023,25,49
"Kurunegala 94 None 95 None None Name: 40, dtype: object",2023,25,116
"Puttalam 67 36 42 1335 2662 Name: 42, dtype: object",2023,25,70
"Anuradhapura 29 None None None None Name: 44, dtype: object",2023,25,18
"Polonnaruwa 16 None None None None Name: 47, dtype: object",2023,25,10
"Badulla 37 22 22 495 562 Name: 49, dtype: object",2023,25,42
"Monaragala 19 None None None None Name: 51, dtype: object",2023,25,23
"Rathnapura 130 None 136 None None Name: 54, dtype: object",2023,25,113
"Kegalle 116 None 110 None None Name: 57, dtype: object",2023,25,49
"None None 25 None Name: 1, dtype: object",2023,25,24
"Dehiwala None 12 None Name: 4, dtype: object",2023,25,18
"Piliyandala None 28 None Name: 5, dtype: object",2023,25,35
"Kaduwela None 24 None Name: 6, dtype: object",2023,25,46
"Kolonnawa None 19 None Name: 7, dtype: object",2023,25,17
"Pitakotte None 14 None Name: 8, dtype: object",2023,25,9
"Maharagama None 40 None Name: 9, dtype: object",2023,25,47
"MC Colombo None 74 None Name: 10, dtype: object",2023,25,101
"Moratuwa None 28 None Name: 11, dtype: object",2023,25,32
"Nugegoda None 16 None Name: 12, dtype: object",2023,25,17
"Padukka None 16 None Name: 13, dtype: object",2023,25,7
"Hanwella None 16 None Name: 14, dtype: object",2023,25,21
"Battaramulla None 22 None Name: 15, dtype: object",2023,25,29
"Ratmalana None 22 None Name: 16, dtype: object",2023,25,28
"Gothatuwa None 70 None Name: 17, dtype: object",2023,25,55
"Attanagalla None 17 None Name: 19, dtype: object",2023,25,19
"Biyagama None 55 None Name: 20, dtype: object",2023,25,53
"Divulapitiya None 13 None Name: 21, dtype: object",2023,25,18
"Gampaha None 14 None Name: 22, dtype: object",2023,25,23
"Ja-Ela None 22 None Name: 23, dtype: object",2023,25,26
"Katana None 16 None Name: 24, dtype: object",2023,25,14
"Kelaniya None None 47 None Name: 25, dtype: object",2023,25,71
"Mahara None 38 None Name: 26, dtype: object",2023,25,33
"MC Negombo None 69 None Name: 27, dtype: object",2023,25,99
"Minuwangoda None 11 None Name: 28, dtype: object",2023,25,17
"None 2023 None Up to Week 26 None Name: 0, dtype: object",2023,26,2022
"26 25 26 2022 2023 Name: 3, dtype: object",2023,26,25
"Colombo 1004 457 444 9273 10672 Name: 5, dtype: object",2023,26,831
"Gampaha 516 409 365 5040 10920 Name: 6, dtype: object",2023,26,433
"Kalutara None None 135 None None Name: 9, dtype: object",2023,26,282
"Kandy 332 223 229 2418 3159 Name: 11, dtype: object",2023,26,294
"Matale None None None None None Name: 13, dtype: object",2023,26,59
"Nuwara Eliya 11 7 5 94 115 Name: 15, dtype: object",2023,26,6
"Galle 160 101 105 2241 1595 Name: 16, dtype: object",2023,26,134
"Hambantota None None 42 None None Name: 18, dtype: object",2023,26,72
"Matara 78 50 35 828 875 Name: 20, dtype: object",2023,26,65
"Jaffna None None None None None Name: 22, dtype: object",2023,26,58
"Kilinochchi 4 3 1 84 66 Name: 24, dtype: object",2023,26,5
"Mannar 2 1 3 158 80 Name: 25, dtype: object",2023,26,5
"Vavuniya None None None None None Name: 28, dtype: object",2023,26,1
"Mullaitivu 2 4 Nil 14 104 Name: 30, dtype: object",2023,26,1
"Batticaloa None None 45 None None Name: 32, dtype: object",2023,26,27
"Ampara 9 6 6 101 130 Name: 34, dtype: object",2023,26,7
"Trincomalee 8 58 27 949 1820 Name: 35, dtype: object",2023,26,37
"Kalmunai* None None None None None Name: 37, dtype: object",2023,26,37
"Kurunegala None None 69 None None Name: 40, dtype: object",2023,26,94
"Puttalam 75 42 44 1410 2706 Name: 42, dtype: object",2023,26,67
"Anuradhapura None None None None None Name: 44, dtype: object",2023,26,29
"Polonnaruwa None None None None None Name: 47, dtype: object",2023,26,16
"Badulla 36 22 28 531 590 Name: 49, dtype: object",2023,26,37
"Monaragala None None None None None Name: 51, dtype: object",2023,26,19
"Rathnapura None None 69 None None Name: 54, dtype: object",2023,26,130
"Kegalle None None 54 None None Name: 57, dtype: object",2023,26,116
"None None 26 None Name: 1, dtype: object",2023,26,25
"Piliyandala None 21 None Name: 4, dtype: object",2023,26,28
"Kaduwela None 26 None Name: 5, dtype: object",2023,26,24
"Kolonnawa None 17 None Name: 6, dtype: object",2023,26,19
"Pitakotte None 11 None Name: 7, dtype: object",2023,26,14
"Maharagama None 26 None Name: 8, dtype: object",2023,26,40
"MC Colombo None 90 None Name: 9, dtype: object",2023,26,74
"Moratuwa None 15 None Name: 10, dtype: object",2023,26,26
"Nugegoda None 17 None Name: 11, dtype: object",2023,26,16
"Boralesgamuwa None 15 None Name: 12, dtype: object",2023,26,4
"Battaramulla None 24 None Name: 13, dtype: object",2023,26,22
"Ratmalana None 21 None Name: 14, dtype: object",2023,26,22
"Egoda Uyana None 18 None Name: 15, dtype: object",2023,26,4
"Gothatuwa None 68 None Name: 16, dtype: object",2023,26,70
"Attanagalla None 11 None Name: 18, dtype: object",2023,26,17
"Biyagama None 34 None Name: 19, dtype: object",2023,26,52
"Gampaha None 23 None Name: 20, dtype: object",2023,26,15
"None 2023 None Up to Week 27 None Name: 0, dtype: object",2023,27,2022
"27 26 27 2022 2023 Name: 3, dtype: object",2023,27,26
"Colombo 777 444 390 10050 11091 Name: 5, dtype: object",2023,27,1004
"Gampaha 385 365 322 5425 11249 Name: 6, dtype: object",2023,27,516
"229 135 3795 3338 Name: 8, dtype: object",2023,27,332
"Kandy 314 229 181 2732 3349 Name: 11, dtype: object",2023,27,332
"49 20 35 540 815 Name: 12, dtype: object",2023,27,54
"Nuwara Eliya 9 5 3 103 120 Name: 15, dtype: object",2023,27,11
"Galle 135 105 76 2376 1672 Name: 16, dtype: object",2023,27,160
"69 42 33 801 922 Name: 17, dtype: object",2023,27,82
"Matara 80 35 60 908 939 Name: 20, dtype: object",2023,27,78
"59 36 21 1866 1573 Name: 21, dtype: object",2023,27,52
"Kilinochchi 2 1 1 86 67 Name: 24, dtype: object",2023,27,4
"Mannar 1 3 Nil 159 80 Name: 25, dtype: object",2023,27,2
"1 Nil Nil 56 106 Name: 27, dtype: object",2023,27,6
"Mullaitivu Nil Nil 2 14 106 Name: 30, dtype: object",2023,27,2
"22 45 863 2009 Name: 31, dtype: object",2023,27,32
"Ampara 6 6 8 107 138 Name: 34, dtype: object",2023,27,9
"Trincomalee 14 27 23 963 1854 Name: 35, dtype: object",2023,27,8
"37 13 17 805 1486 Name: 36, dtype: object",2023,27,19
"91 69 1476 1858 Name: 39, dtype: object",2023,27,78
"Puttalam 77 44 39 1487 2796 Name: 42, dtype: object",2023,27,75
"3 13 16 290 484 Name: 43, dtype: object",2023,27,19
"15 7 15 155 412 Name: 46, dtype: object",2023,27,21
"Badulla 28 28 30 559 630 Name: 49, dtype: object",2023,27,36
"15 21 18 281 318 Name: 50, dtype: object",2023,27,24
"132 69 1834 2037 Name: 53, dtype: object",2023,27,153
"125 54 1298 2040 Name: 56, dtype: object",2023,27,154
Dehiwala,2023,27,8
Piliyandala,2023,27,21
Kaduwela,2023,27,26
Maharagama,2023,27,26
MC Colombo,2023,27,90
Moratuwa,2023,27,15
Nugegoda,2023,27,17
Hanwella,2023,27,7
Battaramulla,2023,27,24
Ratmalana,2023,27,22
Kesbewa,2023,27,6
Gothatuwa,2023,27,68
Biyagama,2023,27,34
Gampaha,2023,27,23
Ja-Ela,2023,27,35
Katana,2023,27,14
Kelaniya,2023,27,47
Mahara,2023,27,30
MC Negombo,2023,27,55
"None 2023 None Up to Week 28 None Name: 0, dtype: object",2023,28,2022
"28 27 28 2022 2023 Name: 3, dtype: object",2023,28,27
"Colombo 816 390 353 10866 11444 Name: 5, dtype: object",2023,28,777
"Gampaha 347 322 359 5772 11608 Name: 6, dtype: object",2023,28,385
"246 130 4041 3438 Name: 8, dtype: object",2023,28,229
"Kandy 325 181 230 3057 3579 Name: 11, dtype: object",2023,28,314
"34 35 574 869 Name: 12, dtype: object",2023,28,49
"Nuwara Eliya 5 3 11 108 131 Name: 15, dtype: object",2023,28,9
"Galle 146 76 89 2522 1761 Name: 16, dtype: object",2023,28,135
"64 33 22 865 944 Name: 17, dtype: object",2023,28,69
"Matara 49 60 48 957 987 Name: 20, dtype: object",2023,28,80
"44 21 36 1910 1609 Name: 21, dtype: object",2023,28,59
"Kilinochchi Nil 1 Nil 86 67 Name: 24, dtype: object",2023,28,2
"Mannar 1 Nil 1 160 81 Name: 25, dtype: object",2023,28,1
"4 Nil 1 60 107 Name: 27, dtype: object",2023,28,1
"26 59 889 2057 Name: 31, dtype: object",2023,28,22
"Ampara 3 8 4 110 142 Name: 34, dtype: object",2023,28,6
"Trincomalee 11 23 24 974 1878 Name: 35, dtype: object",2023,28,14
"39 17 19 937 1505 Name: 36, dtype: object",2023,28,37
"90 50 1618 1908 Name: 39, dtype: object",2023,28,91
"Puttalam 60 39 33 1526 2829 Name: 42, dtype: object",2023,28,77
"18 16 12 380 496 Name: 43, dtype: object",2023,28,3
"10 15 8 215 420 Name: 46, dtype: object",2023,28,15
"Badulla 21 30 38 577 668 Name: 49, dtype: object",2023,28,28
"16 18 17 291 335 Name: 50, dtype: object",2023,28,15
"132 96 1855 2124 Name: 53, dtype: object",2023,28,132
"142 93 1314 2116 Name: 56, dtype: object",2023,28,125
Dehiwala,2023,28,10
Piliyandala,2023,28,34
Kaduwela,2023,28,21
Maharagama,2023,28,22
MC Colombo,2023,28,67
Moratuwa,2023,28,33
Nugegoda,2023,28,15
Hanwella,2023,28,10
Battaramulla,2023,28,23
Ratmalana,2023,28,21
Gothatuwa,2023,28,64
Attanagalla,2023,28,9
Biyagama,2023,28,47
Gampaha,2023,28,13
Ja-Ela,2023,28,16
Katana,2023,28,14
Kelaniya,2023,28,49
Dompe,2023,28,3
Mahara,2023,28,31
MC Negombo,2023,28,44
Minuwangoda,2023,28,13
"None 2023 None Up to Week 29 None Name: 0, dtype: object",2023,29,2022
"29 28 29 2022 2023 Name: 3, dtype: object",2023,29,28
"Colombo 669 353 346 11535 11790 Name: 5, dtype: object",2023,29,816
"Gampaha 498 359 238 6270 11846 Name: 6, dtype: object",2023,29,347
"251 100 4292 3533 Name: 8, dtype: object",2023,29,246
"Kandy 265 230 226 3322 3805 Name: 11, dtype: object",2023,29,325
"48 54 622 917 Name: 12, dtype: object",2023,29,34
"Nuwara Eliya 8 11 8 116 139 Name: 15, dtype: object",2023,29,5
"Galle 147 89 90 2669 1851 Name: 16, dtype: object",2023,29,146
"69 22 24 934 968 Name: 17, dtype: object",2023,29,64
"Matara 37 48 40 994 1027 Name: 20, dtype: object",2023,29,49
"34 36 30 1944 1639 Name: 21, dtype: object",2023,29,44
"Mannar Nil 1 Nil 160 81 Name: 25, dtype: object",2023,29,1
"1 1 2 61 109 Name: 27, dtype: object",2023,29,4
"12 48 901 2097 Name: 31, dtype: object",2023,29,26
"Ampara 5 4 11 115 153 Name: 34, dtype: object",2023,29,3
"Trincomalee 6 24 14 980 1892 Name: 35, dtype: object",2023,29,11
"29 19 13 966 1518 Name: 36, dtype: object",2023,29,39
"69 50 1687 1962 Name: 39, dtype: object",2023,29,90
"Puttalam 89 33 33 1615 2862 Name: 42, dtype: object",2023,29,60
"15 12 15 395 511 Name: 43, dtype: object",2023,29,18
"9 8 8 224 428 Name: 46, dtype: object",2023,29,10
"Badulla 25 38 24 602 692 Name: 49, dtype: object",2023,29,21
"8 17 16 299 351 Name: 50, dtype: object",2023,29,16
"150 87 2005 2218 Name: 53, dtype: object",2023,29,132
"114 76 1428 2207 Name: 56, dtype: object",2023,29,142
Dehiwala,2023,29,12
Piliyandala,2023,29,16
Kaduwela,2023,29,27
PitaKotte,2023,29,7
Maharagama,2023,29,15
MC Colombo,2023,29,55
Moratuwa,2023,29,17
Nugegoda,2023,29,13
Hanwella,2023,29,12
Battaramulla,2023,29,24
Ratmalana,2023,29,17
Gothatuwa,2023,29,75
Attanagalla,2023,29,19
Biyagama,2023,29,26
Divulapitiya,2023,29,6
Gampaha,2023,29,26
Ja-Ela,2023,29,26
Kelaniya,2023,29,42
Dompe,2023,29,12
Mahara,2023,29,30
"None 2023 None Up to Week 30 None Name: 0, dtype: object",2023,30,2022
"30 29 30 2022 2023 Name: 3, dtype: object",2023,30,29
"Colombo 485 346 360 12020 12150 Name: 5, dtype: object",2023,30,669
"Gampaha 433 238 357 6703 12203 Name: 6, dtype: object",2023,30,498
"167 95 4459 3627 Name: 8, dtype: object",2023,30,251
"Kandy 277 226 287 3599 4092 Name: 11, dtype: object",2023,30,265
"34 48 656 959 Name: 12, dtype: object",2023,30,48
"Nuwara Eliya 4 8 3 120 142 Name: 15, dtype: object",2023,30,8
"Galle 91 90 99 2760 1950 Name: 16, dtype: object",2023,30,147
"78 24 22 1012 990 Name: 17, dtype: object",2023,30,69
"Matara 43 40 41 1037 1068 Name: 20, dtype: object",2023,30,37
"45 30 18 1989 1657 Name: 21, dtype: object",2023,30,34
"Kilinochchi Nil 2 Nil 88 69 Name: 24, dtype: object",2023,30,2
"Nil 2 4 61 113 Name: 27, dtype: object",2023,30,1
"8 40 33 909 2130 Name: 31, dtype: object",2023,30,12
"Ampara 6 11 3 121 156 Name: 34, dtype: object",2023,30,5
"Trincomalee 5 14 14 985 1906 Name: 35, dtype: object",2023,30,6
"27 13 12 993 1530 Name: 36, dtype: object",2023,30,29
"60 54 1747 2022 Name: 39, dtype: object",2023,30,69
"Puttalam 55 33 35 1670 2897 Name: 42, dtype: object",2023,30,89
"22 15 7 417 518 Name: 43, dtype: object",2023,30,15
"12 8 8 236 436 Name: 46, dtype: object",2023,30,9
"Badulla 20 24 28 622 720 Name: 49, dtype: object",2023,30,25
"Monaragala 15 16 7 314 358 Name: 50, dtype: object",2023,30,8
"144 94 2149 2291 Name: 52, dtype: object",2023,30,150
"166 91 1594 2266 Name: 55, dtype: object",2023,30,114
Kelaniya,2023,30,27
Mahara,2023,30,19
MC Negombo,2023,30,32
Minuwangoda,2023,30,10
Ragama,2023,30,11
Wattala,2023,30,15
Seeduwa,2023,30,12
Kalutara (NIHS),2023,30,7
Mathugama,2023,30,5
Panadura,2023,30,21
Gampola,2023,30,17
Gangawatakorale,2023,30,15
Harispattuwa,2023,30,15
Kurunduwatta,2023,30,11
MC Kandy,2023,30,43
Poojapitiya,2023,30,7
Talathuoya,2023,30,8
Udunuwara,2023,30,11
"None 2023 None Up to Week 32 None Name: 0, dtype: object",2023,32,2022
"32 31 32 2022 2023 Name: 3, dtype: object",2023,32,31
"Colombo 313 321 247 12754 12718 Name: 5, dtype: object",2023,32,421
"Gampaha 370 240 237 7496 12680 Name: 6, dtype: object",2023,32,423
"124 111 4731 3823 Name: 8, dtype: object",2023,32,148
"Kandy 189 250 260 3995 4602 Name: 11, dtype: object",2023,32,207
"29 60 714 1058 Name: 12, dtype: object",2023,32,29
"Nuwara Eliya 3 8 3 125 153 Name: 15, dtype: object",2023,32,2
"Galle 50 105 97 2913 2152 Name: 16, dtype: object",2023,32,103
"21 17 15 1097 1022 Name: 17, dtype: object",2023,32,64
"Matara 47 34 37 1149 1139 Name: 20, dtype: object",2023,32,65
"25 29 19 2049 1705 Name: 21, dtype: object",2023,32,35
"Mannar 1 Nil Nil 163 84 Name: 25, dtype: object",2023,32,2
"1 2 2 64 117 Name: 27, dtype: object",2023,32,2
"Mullaitivu 2 1 2 18 119 Name: 30, dtype: object",2023,32,1
"17 20 21 939 2171 Name: 31, dtype: object",2023,32,13
"Ampara 3 3 1 126 160 Name: 34, dtype: object",2023,32,2
"Trincomalee 4 6 7 994 1919 Name: 35, dtype: object",2023,32,5
"21 17 16 1045 1563 Name: 36, dtype: object",2023,32,31
"49 45 1845 2118 Name: 39, dtype: object",2023,32,49
"Puttalam 50 23 20 1783 2940 Name: 42, dtype: object",2023,32,63
"6 6 5 429 529 Name: 43, dtype: object",2023,32,6
"8 7 6 252 449 Name: 46, dtype: object",2023,32,8
"Badulla 20 27 20 658 767 Name: 49, dtype: object",2023,32,16
"8 11 7 331 376 Name: 50, dtype: object",2023,32,9
"116 73 2357 2437 Name: 53, dtype: object",2023,32,92
"112 75 1825 2400 Name: 56, dtype: object",2023,32,119
Piliyandala,2023,32,16
Kaduwela,2023,32,19
Kolonnawa*,2023,32,4
Maharagama,2023,32,29
MC Colombo,2023,32,32
Moratuwa,2023,32,17
Nugegoda,2023,32,19
Ratmalana,2023,32,21
Gothatuwa,2023,32,45
Biyagama,2023,32,20
Divulapitiya,2023,32,10
Gampaha,2023,32,17
Ja-Ela,2023,32,27
Katana,2023,32,17
Kelaniya,2023,32,20
Mahara,2023,32,27
"None 2023 None Up to Week 33 None Name: 0, dtype: object",2023,33,2022
"33 32 33 2022 2023 Name: 3, dtype: object",2023,33,32
"Colombo 302 247 198 13056 12916 Name: 5, dtype: object",2023,33,313
"Gampaha 266 237 164 7762 12844 Name: 6, dtype: object",2023,33,370
"85 85 4816 3898 Name: 8, dtype: object",2023,33,124
"Kandy 243 260 209 4238 4811 Name: 11, dtype: object",2023,33,189
"49 39 763 1103 Name: 12, dtype: object",2023,33,29
"Nuwara Eliya 5 3 5 130 158 Name: 15, dtype: object",2023,33,3
"Galle 59 97 91 2972 2243 Name: 16, dtype: object",2023,33,50
"46 15 18 1143 1040 Name: 17, dtype: object",2023,33,21
"Matara 46 37 30 1195 1169 Name: 19, dtype: object",2023,33,47
"42 19 2091 1737 Name: 20, dtype: object",2023,33,25
"Kilinochchi 8 Nil 1 97 71 Name: 23, dtype: object",2023,33,1
"Mannar 1 Nil Nil 164 84 Name: 24, dtype: object",2023,33,1
"2 2 Nil 66 117 Name: 26, dtype: object",2023,33,1
"Mullaitivu Nil 2 Nil 18 119 Name: 29, dtype: object",2023,33,2
"8 21 13 947 2184 Name: 30, dtype: object",2023,33,17
"Ampara 3 1 1 129 161 Name: 33, dtype: object",2023,33,3
"Trincomalee 1 7 10 995 1929 Name: 34, dtype: object",2023,33,4
"30 16 12 1075 1575 Name: 35, dtype: object",2023,33,21
"33 51 1878 2157 Name: 38, dtype: object",2023,33,49
"Puttalam 55 20 17 1838 2957 Name: 41, dtype: object",2023,33,50
"10 5 3 439 532 Name: 42, dtype: object",2023,33,6
"5 6 7 257 456 Name: 45, dtype: object",2023,33,8
"Badulla 15 20 16 673 783 Name: 48, dtype: object",2023,33,20
"5 7 34 336 410 Name: 49, dtype: object",2023,33,8
"87 73 2444 2494 Name: 52, dtype: object",2023,33,116
"80 59 1905 2466 Name: 55, dtype: object",2023,33,112
Dehiwala,2023,33,9
Piliyandala,2023,33,21
Kaduwela,2023,33,16
Maharagama,2023,33,20
MC Colombo,2023,33,32
Moratuwa,2023,33,11
Battaramulla*,2023,33,9
Gothatuwa,2023,33,34
Biyagama,2023,33,24
Divulapitiya,2023,33,13
Gampaha,2023,33,16
Ja-Ela,2023,33,24
Kelaniya,2023,33,16
"None 2023 None Up to Week 34 None Name: 0, dtype: object",2023,34,2022
"34 33 34 2022 2023 Name: 3, dtype: object",2023,34,33
"Colombo 236 198 160 13292 13076 Name: 5, dtype: object",2023,34,302
"Gampaha 281 164 146 8043 12990 Name: 6, dtype: object",2023,34,266
"56 75 4872 3966 Name: 8, dtype: object",2023,34,85
"Kandy 206 209 202 4444 5013 Name: 11, dtype: object",2023,34,243
"40 45 803 1150 Name: 12, dtype: object",2023,34,49
"Nuwara Eliya 3 5 Nil 133 158 Name: 15, dtype: object",2023,34,5
"Galle 60 91 75 3032 2318 Name: 16, dtype: object",2023,34,59
"30 18 9 1173 1049 Name: 17, dtype: object",2023,34,46
"Matara 30 30 32 1225 1201 Name: 19, dtype: object",2023,34,46
"41 32 2132 1772 Name: 20, dtype: object",2023,34,42
"Kilinochchi 1 1 Nil 98 71 Name: 23, dtype: object",2023,34,8
"Mannar Nil Nil Nil 164 84 Name: 24, dtype: object",2023,34,1
"2 Nil Nil 68 117 Name: 26, dtype: object",2023,34,2
"11 13 10 958 2194 Name: 30, dtype: object",2023,34,8
"Ampara Nil 1 2 129 163 Name: 33, dtype: object",2023,34,3
"Trincomalee 6 10 5 1001 1934 Name: 34, dtype: object",2023,34,1
"37 12 3 1112 1578 Name: 35, dtype: object",2023,34,30
"31 39 1909 2195 Name: 38, dtype: object",2023,34,33
"Puttalam 56 17 25 1894 2982 Name: 41, dtype: object",2023,34,55
"5 3 1 444 533 Name: 42, dtype: object",2023,34,10
"6 7 6 263 462 Name: 45, dtype: object",2023,34,5
"Badulla 13 16 15 686 798 Name: 48, dtype: object",2023,34,15
"4 34 24 340 434 Name: 49, dtype: object",2023,34,5
"55 57 2499 2553 Name: 52, dtype: object",2023,34,87
"94 66 1999 2528 Name: 55, dtype: object",2023,34,80
Dehiwala,2023,34,10
Maharagama,2023,34,17
MC Colombo,2023,34,34
Moratuwa,2023,34,14
Gothatuwa,2023,34,25
Biyagama,2023,34,16
Gampaha*,2023,34,10
Ja-Ela,2023,34,12
Katana,2023,34,9
Mahara*,2023,34,8
Ragama*,2023,34,9
"None 2023 None Up to Week 35 None Name: 0, dtype: object",2023,35,2022
"35 34 35 2022 2023 Name: 3, dtype: object",2023,35,34
"Colombo 220 160 127 13512 13203 Name: 5, dtype: object",2023,35,236
"Gampaha 262 146 108 8305 13098 Name: 6, dtype: object",2023,35,281
"5018 4008 Name: 8, dtype: object",2023,35,56
"Kandy 169 202 138 4613 5151 Name: 11, dtype: object",2023,35,206
"815 1172 Name: 12, dtype: object",2023,35,40
"Nuwara Eliya 4 Nil 3 137 161 Name: 15, dtype: object",2023,35,3
"Galle 60 75 62 3092 2380 Name: 16, dtype: object",2023,35,60
"11 1193 1060 Name: 17, dtype: object",2023,35,30
"Matara 44 32 16 1269 1217 Name: 19, dtype: object",2023,35,30
"17 2159 1789 Name: 20, dtype: object",2023,35,41
"Kilinochchi 2 Nil 0 100 71 Name: 23, dtype: object",2023,35,1
"1 69 118 Name: 26, dtype: object",2023,35,2
"13 960 2207 Name: 30, dtype: object",2023,35,11
"Trincomalee 6 5 5 1007 1939 Name: 34, dtype: object",2023,35,6
"6 1138 1584 Name: 35, dtype: object",2023,35,37
"1941 2222 Name: 38, dtype: object",2023,35,31
"Puttalam 45 25 15 1939 2997 Name: 41, dtype: object",2023,35,56
"10 450 543 Name: 42, dtype: object",2023,35,5
"3 268 465 Name: 45, dtype: object",2023,35,6
"Badulla 15 15 13 701 811 Name: 48, dtype: object",2023,35,13
"13 352 447 Name: 49, dtype: object",2023,35,4
"2549 2586 Name: 52, dtype: object",2023,35,55
"2086 2569 Name: 55, dtype: object",2023,35,94
"None 2023 None Up to Week 36 None Name: 0, dtype: object",2023,36,2022
"36 35 36 2022 2023 Name: 3, dtype: object",2023,36,35
"Colombo 151 127 97 13663 13300 Name: 5, dtype: object",2023,36,220
"Gampaha 255 108 73 8560 13171 Name: 6, dtype: object",2023,36,262
"Kalutara None None 74 None None Name: 9, dtype: object",2023,36,146
"Kandy 117 138 134 4730 5285 Name: 11, dtype: object",2023,36,169
"Matale None None 17 None None Name: 13, dtype: object",2023,36,12
"Nuwara Eliya 1 3 4 138 165 Name: 15, dtype: object",2023,36,4
"Galle 42 62 54 3134 2434 Name: 16, dtype: object",2023,36,60
"Hambantota None None None None None Name: 18, dtype: object",2023,36,20
"Matara 25 16 22 1294 1239 Name: 19, dtype: object",2023,36,44
"Jaffna None None None None None Name: 21, dtype: object",2023,36,27
"Kilinochchi 1 Nil Nil 101 71 Name: 23, dtype: object",2023,36,2
"Vavuniya None None None None None Name: 27, dtype: object",2023,36,1
"Mullaitivu Nil 2 Nil 19 122 Name: 29, dtype: object",2023,36,1
"Batticaloa None None None None None Name: 31, dtype: object",2023,36,2
"Trincomalee 1 5 4 1008 1943 Name: 34, dtype: object",2023,36,6
"Kalmunai* None None None None None Name: 36, dtype: object",2023,36,26
"Kurunegala None None 26 None None Name: 39, dtype: object",2023,36,32
"Puttalam 56 15 11 1995 3008 Name: 41, dtype: object",2023,36,45
"Anuradhapura None None None None None Name: 43, dtype: object",2023,36,6
"Polonnaruwa None None None None None Name: 46, dtype: object",2023,36,5
"Badulla 19 13 18 720 829 Name: 48, dtype: object",2023,36,15
"Monaragala None None None None None Name: 50, dtype: object",2023,36,12
"Ratnapura None None 25 None None Name: 53, dtype: object",2023,36,50
"Kegalle None None 45 None None Name: 56, dtype: object",2023,36,87
"None 2023 None Up to Week 37 None Name: 0, dtype: object",2023,37,2022
"37 36 37 2022 2023 Name: 3, dtype: object",2023,37,36
"Colombo 149 97 102 13812 13403 Name: 5, dtype: object",2023,37,151
"Gampaha 257 73 82 8817 13251 Name: 6, dtype: object",2023,37,255
"Kalutara 69 None 49 None None Name: 9, dtype: object",2023,37,69
"Kandy 137 134 108 4867 5394 Name: 11, dtype: object",2023,37,117
"Matale 23 None 23 None None Name: 13, dtype: object",2023,37,22
"Nuwara Eliya 1 4 2 139 167 Name: 15, dtype: object",2023,37,1
"Galle 26 54 51 3160 2485 Name: 16, dtype: object",2023,37,42
"Hambantota 11 None None None None Name: 18, dtype: object",2023,37,26
"Matara 26 22 18 1320 1257 Name: 19, dtype: object",2023,37,25
"Jaffna 39 None None None None Name: 21, dtype: object",2023,37,37
"Kilinochchi 3 Nil Nil 104 71 Name: 23, dtype: object",2023,37,1
"Batticaloa 15 None None None None Name: 31, dtype: object",2023,37,9
"Ampara 1 1 4 132 169 Name: 33, dtype: object",2023,37,2
"Trincomalee 2 4 3 1010 1946 Name: 34, dtype: object",2023,37,1
"Kalmunai* 17 None None None None Name: 36, dtype: object",2023,37,35
"Kurunegala 13 None 26 None None Name: 39, dtype: object",2023,37,29
"Puttalam 46 11 8 2041 551 Name: 41, dtype: object",2023,37,56
"Anuradhapura 2 None None None None Name: 43, dtype: object",2023,37,4
"Polonnaruwa 4 None None None None Name: 46, dtype: object",2023,37,8
"Badulla 16 18 10 736 459 Name: 48, dtype: object",2023,37,19
"Monaragala 9 None None None None Name: 50, dtype: object",2023,37,7
"Ratnapura 53 None 35 None None Name: 53, dtype: object",2023,37,49
"Kegalle 57 None 41 None None Name: 56, dtype: object",2023,37,62
"None 2023 None Up to Week 38 None Name: 0, dtype: object",2023,38,2022
"38 37 38 2022 2023 Name: 3, dtype: object",2023,38,37
"Colombo 138 102 72 13950 13475 Name: 5, dtype: object",2023,38,149
"Gampaha 232 82 69 9049 13320 Name: 6, dtype: object",2023,38,257
"Kalutara None 49 48 None None Name: 9, dtype: object",2023,38,69
"Kandy 117 108 134 4984 5528 Name: 11, dtype: object",2023,38,137
"Matale None 23 None None None Name: 13, dtype: object",2023,38,23
"Nuwara Eliya 1 2 2 140 169 Name: 15, dtype: object",2023,38,1
"Galle 48 51 47 3208 2532 Name: 16, dtype: object",2023,38,26
"Hambantota None 5 None None None Name: 18, dtype: object",2023,38,11
"Matara 18 18 23 1338 1280 Name: 19, dtype: object",2023,38,26
"Jaffna None 16 38 None None Name: 21, dtype: object",2023,38,39
